"","Name","Beer_ID","ABV","IBU","Brewery_id","Style","Ounces"
"1719","Colorado Red Ale",220,0.062,NA,387,"American Amber / Red Ale",12
"1720","Miner's Gold",219,NA,NA,387,"American Blonde Ale",12
"1722","A Little Crazy",1133,0.068,NA,45,"Belgian Pale Ale",12
"1737","Smooth Operator",2307,0.038,NA,163,"Cream Ale",16
"1738","Gose",2580,0.035,NA,43,"Gose",16
"1739","Maine Island Trail Ale",1807,0.043,NA,43,"American Pale Ale (APA)",16
"1740","River North White Ale",1180,0.05,NA,460,"Witbier",16
"1741","River North Ale",1179,0.05,NA,460,"American Amber / Red Ale",16
"1745","Oktoberfest",2373,0.062,NA,44,"Märzen / Oktoberfest",12
"1746","Headless Wylie",2049,0.08,NA,44,"Pumpkin Ale",12
"1747","Dayman IPA",2048,0.05,NA,44,"American IPA",12
"1748","All Aboard! Anniversary Stout",1880,0.071,NA,44,"Oatmeal Stout",12
"1749","Hop Lace",1879,0.062,NA,44,"American White IPA",12
"1750","OH-PA Session Pale Ale",1878,0.048,NA,44,"American Pale Ale (APA)",12
"1751","Patrick's Poison",1877,0.08,NA,44,"American Amber / Red Ale",12
"1752","Rudolph's Red",1764,0.081,NA,44,"American Amber / Red Ale",12
"1753","Babbling Blonde",1103,0.053,NA,44,"American Blonde Ale",12
"1754","Maxwell's Scottish Ale",1102,0.051,NA,44,"Scottish Ale",12
"1755","Grateful White",1101,0.061,NA,44,"Witbier",12
"1756","RT Lager",1100,0.055,NA,44,"American Amber / Red Lager",12
"1757","Old Wylie's IPA",1099,0.062,NA,44,"American IPA",12
"1758","Hala Kahiki Pineapple Beer",1098,0.048,NA,44,"Fruit / Vegetable Beer",12
"1759","Track 1 Amber Lager",1330,0.045,NA,428,"American Amber / Red Lager",16
"1760","Pine Knob Pilsner",2074,0.053,NA,230,"Czech Pilsener",16
"1761","Cal and Co. Black Cherry Porter",1724,NA,NA,230,"American Porter",16
"1762","Lazy Daze Lager",1280,0.055,NA,230,"American Adjunct Lager",16
"1763","Rochester Red Ale",899,0.059,NA,230,"American Amber / Red Ale",16
"1764","Milkshake Stout",363,0.05,NA,230,"Milk / Sweet Stout",16
"1765","Cornerstone IPA",158,0.07,NA,230,"American IPA",16
"1766","Lazy Daze Lager",97,0.055,NA,230,"American Adjunct Lager",12
"1767","Rogue American Amber Ale",1860,0.051,NA,290,"American Amber / Red Ale",16
"1770","Polar Night Stout",1575,0.08,NA,377,"American Stout",16
"1772","Sanctified",2249,0.099,NA,165,"Belgian Strong Pale Ale",12
"1773","Fear of a Brett Planet",2053,0.051,NA,165,"American Pale Ale (APA)",12
"1775","Alpha Blackback",1841,0.072,NA,165,"American Black Ale",12
"1776","Kiss Off IPA",1782,0.063,NA,165,"American IPA",12
"1790","Oktoberfest",1995,0.055,NA,31,"Märzen / Oktoberfest",12
"1792","I.W.A. (2011)",1329,0.06,NA,31,"American Pale Wheat Ale",12
"1793","Supermonk I.P.A.",1299,0.065,NA,31,"Belgian IPA",12
"1799","Rail Slide Imperial Spiced Ale",839,0.081,NA,31,"Herbed / Spiced Beer",12
"1809","Dread Brown Ale",1683,0.054,NA,253,"American Brown Ale",12
"1810","Casinos IPA",1362,0.07,NA,253,"English India Pale Ale (IPA)",16
"1813","Santa Fe Irish Red Ale",599,0.045,NA,393,"Irish Red Ale",12
"1814","Santa Fe Oktoberfest",307,NA,NA,393,"Märzen / Oktoberfest",12
"1815","Imperial Java Stout",305,0.08,NA,393,"Russian Imperial Stout",12
"1816","Freestyle Pilsner",304,0.055,NA,393,"German Pilsener",12
"1817","Happy Camper IPA",217,0.066,NA,393,"American IPA",12
"1819","Oak Aged Cider",1503,0.065,NA,395,"Cider",12
"1820","Ginger Cider",1466,0.065,NA,395,"Cider",12
"1821","Schilling Hard Cider",1245,0.065,NA,395,"Cider",12
"1823","Schlafly Black Lager",1323,0.05,NA,429,"Schwarzbier",12
"1828","Sea Dog Wild Blueberry Wheat Ale",815,0.047,NA,503,"Fruit / Vegetable Beer",12
"1830","Dry Cider",1416,0.065,NA,412,"Cider",16
"1831","Dry Hard Cider",1415,0.065,NA,412,"Cider",16
"1839","Black Hop IPA",2368,0.068,NA,131,"American Black Ale",12
"1840","Archer's Ale (2004)",738,0.05,NA,512,"English Pale Ale",12
"1842","Shipyard Summer Ale",975,0.051,NA,386,"American Pale Wheat Ale",12
"1843","Pumpkinhead Ale",814,0.047,NA,386,"Pumpkin Ale",12
"1844","Shipyard Export",727,0.051,NA,386,"American Blonde Ale",12
"1845","Nooner",2474,0.052,NA,84,"German Pilsener",12
"1847","Yonder Bock",1919,0.06,NA,84,"Maibock / Helles Bock",12
"1848","CANfusion Rye Bock",1918,0.06,NA,84,"Rye Beer",12
"1854","Sietsema Red Label",2353,0.069,NA,138,"Cider",16
"1855","Bear Ass Brown",212,0.042,NA,552,"American Brown Ale",12
"1856","Red Mountain Ale",161,0.06,NA,552,"American Amber / Red Ale",12
"1857","Ice Pick Ale",160,0.068,NA,552,"American IPA",12
"1860","Abigale",2443,0.08,NA,47,"Belgian Pale Ale",12
"1882","Rudie Session IPA",1942,0.045,NA,265,"American IPA",12
"1883","Taster's Choice",1708,0.074,NA,265,"Doppelbock",12
"1886","Vernal Minthe Stout",1192,0.058,NA,265,"American Stout",12
"1887","Hibernal Vinifera Stout",1013,0.08,NA,265,"Foreign / Export Stout",12
"1888","Autumnal Molé Stout",774,NA,NA,265,"American Stout",12
"1890","True Blonde Ale",70,0.053,NA,265,"American Blonde Ale",12
"1891","Euphoria Pale Ale",69,0.061,NA,265,"American Pale Ale (APA)",12
"1896","Monkey Dancing On A Razor Blade",2537,0.085,NA,65,"Belgian IPA",24
"1897","Tripel Deke",2536,0.082,NA,65,"Tripel",24
"1898","Urban Wilderness Pale Ale",30,0.049,NA,558,"English Pale Ale",12
"1902","360° India Pale Ale",1211,0.062,NA,372,"American IPA",12
"1915","Monarch Pilsner",2234,0.05,NA,192,"American Pilsner",12
"1922","Thanksgiving Ale",1798,0.05,NA,310,"Kölsch",12
"1923","Double Dagger Imperial IPA",1655,0.092,NA,310,"American Double / Imperial IPA",12
"1926","Socktoberfest",1482,0.06,NA,310,"Märzen / Oktoberfest",16
"1927","Hopnoxious Imperial IPA",1447,0.079,NA,310,"American Double / Imperial IPA",12
"1928","Barrel Aged Seven Devils Imperial Stout",1425,0.099,NA,310,"American Double / Imperial Stout",12
"1929","Boise Co-Op Two Score Ale",1424,0.055,NA,310,"Saison / Farmhouse Ale",16
"1930","Sockeye Belgian Style Summer Ale",1298,0.05,NA,310,"Witbier",16
"1931","Sockeye Maibock",1181,0.064,NA,310,"Maibock / Helles Bock",12
"1933","Galena Golden",1152,0.043,NA,310,"American Blonde Ale",12
"1936","Power House Porter",1076,0.057,NA,310,"American Porter",12
"1941","6 String Saison",1970,0.08,NA,258,"Saison / Farmhouse Ale",16
"1943","Montauk Light",2024,0.035,NA,250,"Light Lager",12
"1956","Walloon",2267,0.055,NA,119,"Saison / Farmhouse Ale",12
"1964","Walloon (2014)",691,0.055,NA,119,"Saison / Farmhouse Ale",12
"1970","Hopluia (2004)",763,NA,NA,509,"English India Pale Ale (IPA)",16
"1971","Ball & Chain (2014)",2271,0.058,NA,176,"American Pale Ale (APA)",16
"1972","Bitter Biker Double IPA",2206,0.096,NA,176,"American Double / Imperial IPA",16
"1973","God Damn Pigeon Porter",2136,0.082,NA,176,"American Porter",16
"1974","Working for the Weekend",2135,0.079,NA,176,"American Double / Imperial IPA",16
"1975","Angry Adam",2134,0.06,NA,176,"American Amber / Red Ale",16
"1976","Freedom Fries",2109,0.055,NA,176,"American Stout",16
"1977","Bitter Biker Double IPA",1821,0.096,NA,176,"American Double / Imperial IPA",12
"1978","Ghost Bike Pale Ale",1820,0.073,NA,176,"American Pale Ale (APA)",16
"1979","Spiteful IPA",1819,0.062,NA,176,"American IPA",12
"1980","Alley Time",1634,0.06,NA,176,"American Pale Ale (APA)",12
"1981","Fat Badger",1633,0.058,NA,176,"Irish Red Ale",12
"1982","In the Weeds",1632,0.055,NA,176,"American Pale Wheat Ale",12
"1985","Seven Gates Pale Ale",1587,0.056,NA,373,"American Pale Ale (APA)",12
"1986","Gunga Din",2242,0.052,NA,187,"Cider",16
"2004","St. Benedict's Winter Ale",1450,0.062,NA,132,"Winter Warmer",12
"2009","Drop Dead Blonde",684,0.035,NA,132,"American Blonde Ale",12
"2018","Brontide",1983,0.05,NA,256,"American Black Ale",12
"2019","Brontide",1631,0.05,NA,256,"American Black Ale",12
"2020","Classique",1344,0.045,NA,256,"Saison / Farmhouse Ale",12
"2021","Sunsplash Golden Ale (2004)",922,0.045,NA,493,"American Blonde Ale",12
"2025","Straub Beer (Current)",2369,0.05,NA,130,"American Adjunct Lager",12
"2034","Java Mac",2215,0.054,NA,26,"Scottish Ale",16
"2045","30 Min Coma",1948,NA,NA,26,"Belgian IPA",16
"2052","Bourbon Barrel Cowbell",1347,NA,NA,26,"American Porter",16
"2053","Popcorn Pilsner",1314,0.054,NA,26,"German Pilsener",16
"2057","The Deuce",934,0.07,NA,26,"American Brown Ale",16
"2062","Chaka",660,0.08,NA,26,"Belgian Strong Pale Ale",16
"2071","Dam Lager",1207,0.045,NA,456,"American Amber / Red Lager",12
"2072","Red Clay IPA",1206,0.07,NA,456,"American IPA",12
"2073","Todd the Axe Man",2543,0.072,NA,62,"American IPA",16
"2074","Doomtree",2409,0.057,NA,62,"Extra Special / Strong Bitter (ESB)",16
"2091","Bermuda Triangle Ginger Beer",1554,0.045,NA,382,"Herbed / Spiced Beer",12
"2093","Waterkeeper",2551,0.057,NA,50,"Hefeweizen",12
"2094","SweetWater IPA",1710,0.064,NA,50,"American IPA",12
"2095","420 Extra Pale Ale",1709,0.054,NA,50,"American Pale Ale (APA)",12
"2097","TailGate Saison",1164,0.05,NA,450,"Saison / Farmhouse Ale",12
"2114","8-Bit Pale Ale",595,0.052,NA,46,"American Pale Ale (APA)",16
"2115","Velvet Rooster",537,0.085,NA,46,"Tripel",16
"2122","Hat Trick Hop IPA",1433,0.068,NA,410,"American IPA",16
"2123","Yard Sale Amber Ale",1432,0.056,NA,410,"American Amber / Red Ale",16
"2124","Loafin Bräu",936,0.055,NA,491,"Altbier",16
"2127","Reactor",2448,0.07,NA,8,"American IPA",16
"2128","Mr. Orange",2447,0.057,NA,8,"Witbier",16
"2130","Face Down Brown Ale",973,0.057,NA,481,"American Brown Ale",12
"2131","Tempter IPA",827,0.064,NA,481,"American IPA",12
"2132","Bridal Veil Rye Pale Ale",589,0.055,NA,481,"American Pale Ale (APA)",12
"2133","Smittytown",2155,0.048,NA,211,"Extra Special / Strong Bitter (ESB)",12
"2134","Greenwood Beach",1982,0.04,NA,211,"Fruit / Vegetable Beer",12
"2135","Gatecrasher",1939,0.066,NA,211,"English India Pale Ale (IPA)",12
"2141","Petit Mutant",1916,0.06,NA,273,"American Wild Ale",16
"2142","The Crusher",1915,0.096,NA,273,"American Double / Imperial IPA",16
"2143","Beelzebub",1914,0.08,NA,273,"American Double / Imperial Stout",16
"2144","Focal Banger",1810,0.07,NA,273,"American IPA",16
"2151","Birdhouse Pale Ale",1945,0.05,NA,263,"Belgian Pale Ale",12
"2152","Ozzy",1079,0.073,NA,263,"Belgian Pale Ale",12
"2153","Resurrection",94,0.07,NA,263,"Dubbel",12
"2158","Kolschtal Eddy",2035,0.055,NA,34,"Kölsch",16
"2159","South Bay Session IPA",2034,0.05,NA,34,"American IPA",16
"2163","Lionshead",2455,0.045,NA,91,"American Pilsner",12
"2164","Manhattan Gold Lager (1990)",963,NA,NA,485,"American Amber / Red Lager",12
"2165","G. B. Russo’s Italian Pistachio Pale Ale",2638,0.052,NA,10,"American Pale Ale (APA)",16
"2166","Northern Hawk Owl Amber",1278,0.058,NA,439,"American Amber / Red Ale",12
"2167","CEO Stout",1277,0.059,NA,439,"American Stout",16
"2168","Will Power Pale Ale",1276,0.047,NA,439,"American Pale Ale (APA)",16
"2169","Curious Traveler Shandy",1732,0.044,NA,335,"Shandy",12
"2171","Three Way Pale Ale",1781,0.052,NA,143,"American Pale Ale (APA)",12
"2172","Rise to the Top",1780,0.041,NA,143,"Cream Ale",12
"2173","Lost Trout Brown Ale",1779,0.049,NA,143,"American Brown Ale",12
"2184","Leatherhead Red",1889,0.052,NA,283,"American Amber / Red Ale",12
"2185","Cropduster Mid-American IPA",1222,0.065,NA,283,"American IPA",12
"2186","Golden Frau Honey Wheat",122,0.075,NA,283,"Braggot",12
"2187","Cornstalker Dark Wheat",121,NA,NA,283,"American Dark Wheat Ale",12
"2191","Klingon Warnog Roggen Dunkel",1817,0.055,NA,18,"Roggenbier",16
"2197","Turnrow Harvest Ale",2321,0.055,NA,153,"American Blonde Ale",12
"2206","Big Island Shandy",1027,0.05,NA,475,"Shandy",16
"2207","Preservation IPA",1026,0.068,NA,475,"American IPA",16
"2209","Milk Mustachio Stout",1937,0.065,NA,266,"Milk / Sweet Stout",12
"2211","Triangle India Pale Ale",594,0.057,NA,525,"American IPA",12
"2212","Triangle White Ale",114,0.05,NA,525,"Witbier",12
"2213","Triangle Belgian Golden Ale",113,0.08,NA,525,"Belgian Strong Pale Ale",12
"2214","Troegenator",2445,0.082,NA,98,"Doppelbock",16
"2228","Presidential Pils",1438,0.048,NA,191,"Czech Pilsener",12
"2235","Panorama Wheat Ale",451,0.046,NA,191,"American Pale Wheat Ale",12
"2242","Testudo",1041,0.045,NA,75,"Bière de Garde",12
"2243","Hobnob B & B Pale Ale",1040,0.065,NA,75,"American Pale Ale (APA)",12
"2245","Outlaw IPA (2015)",642,0.065,NA,75,"American IPA",12
"2246","The Gilded Age",2037,0.045,NA,244,"Munich Helles Lager",12
"2247","No Limits Hefeweizen",1285,0.05,NA,436,"Hefeweizen",16
"2248","Honeyspot Road White IPA",1189,0.06,NA,436,"American White IPA",12
"2249","Road 2 Ruin Double IPA",1171,0.072,NA,436,"American Double / Imperial IPA",12
"2250","Workers Comp Saison",1170,0.048,NA,436,"Saison / Farmhouse Ale",12
"2251","Ol' Factory Pils",1169,0.05,NA,436,"German Pilsener",12
"2261","Pilsner Ukiah",98,0.055,NA,556,"German Pilsener",12
"2264","Uncle John's Apple Cherry Cider",1704,0.065,NA,339,"Cider",16
"2265","Uncle John's Apricot Apple Cider",1703,0.065,NA,339,"Cider",16
"2266","Draught Hard Apple Cider",877,0.065,NA,339,"Cider",16
"2267","Scotty K NA",606,0.001,NA,523,"Low Alcohol Beer",16
"2268","Bacon Brown Ale",543,0.068,NA,523,"American Brown Ale",16
"2269","Golden State Ale",347,0.064,NA,523,"Belgian Pale Ale",16
"2270","Baltic Porter",346,0.078,NA,523,"Baltic Porter",16
"2271","Siamese twin",25,0.085,NA,523,"Dubbel",16
"2274","Duckpin Pale Ale",829,0.055,NA,72,"American Pale Ale (APA)",12
"2275","Balt Altbier",582,0.06,NA,72,"Altbier",12
"2278","Dragonfly IPA",1950,0.06,NA,203,"American IPA",16
"2279","Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale",2565,0.128,NA,52,"Quadrupel (Quad)",19.2
"2280","Lee Hill Series Vol. 4 - Manhattan Style Rye Ale",2564,0.104,NA,52,"Rye Beer",19.2
"2283","Lee Hill Series Vol. 1 - Barrel Aged Brown Ale",2561,0.076,NA,52,"American Brown Ale",19.2
"2284","Blood Orange Saison",2560,0.06,NA,52,"Saison / Farmhouse Ale",12
"2288","Upslope Christmas Ale",907,0.082,NA,52,"Winter Warmer",16
"2289","Upslope Pumpkin Ale",906,0.077,NA,52,"Pumpkin Ale",16
"2291","Upslope Foreign Style Stout",614,0.069,NA,52,"Foreign / Export Stout",12
"2294","Upslope Brown Ale",345,0.067,NA,52,"English Brown Ale",12
"2295","Upslope Pale Ale",80,0.058,NA,52,"American Pale Ale (APA)",12
"2296","Upslope India Pale Ale",79,0.072,NA,52,"American IPA",12
"2299","Squatters Full Suspension Pale Ale",1826,0.04,NA,303,"American Pale Ale (APA)",12
"2301","Devastator Double Bock",1824,0.08,NA,303,"Doppelbock",12
"2302","Wasatch Ghostrider White IPA",1823,0.06,NA,303,"American White IPA",12
"2303","Wasatch Ghostrider White IPA (2014)",1682,0.06,NA,303,"American White IPA",12
"2304","Wasatch Apricot Hefeweizen",1681,0.04,NA,303,"Fruit / Vegetable Beer",12
"2306","Squatters Full Suspension Pale Ale",1679,0.04,NA,303,"American Pale Ale (APA)",12
"2307","Nunica Pine",2245,0.068,NA,186,"Cider",16
"2308","Ginger Peach",2244,0.069,NA,186,"Cider",16
"2309","Totally Roasted",1378,0.068,NA,186,"Cider",16
"2310","Blue Gold",1377,0.068,NA,186,"Cider",16
"2311","Hard Apple",1376,0.068,NA,186,"Cider",16
"2312","Nitro Can Coffee Stout",2411,0.052,NA,114,"American Stout",12
"2322","Strawberry White",1843,0.047,NA,296,"Witbier",12
"2324","Wachusett Summer",1038,0.047,NA,296,"American Pale Wheat Ale",12
"2330","T-6 Red Ale (2004)",780,0.047,NA,507,"American Amber / Red Ale",12
"2333","10 Ton",2222,0.07,NA,95,"Oatmeal Stout",16
"2334","Flyin' Rye",2221,0.07,NA,95,"American IPA",16
"2335","Christmas Ale",2439,0.09,NA,101,"Herbed / Spiced Beer",12
"2336","Pay It Forward Cocoa Porter",2356,0.07,NA,101,"American Porter",12
"2337","West Sixth Amber Ale",1069,0.055,NA,101,"American Amber / Red Ale",12
"2338","West Sixth IPA",652,NA,NA,101,"American IPA",12
"2339","One Claw",1542,0.055,NA,385,"American Pale Ale (APA)",12
"2344","Pop's Old Fashioned Lager",1551,0.052,NA,352,"American Amber / Red Lager",12
"2346","Royal Lager",2364,NA,NA,133,"American Pale Lager",16
"2347","Rip Van Winkle (Current)",2348,0.08,NA,133,"Bock",12
"2348","O’Malley’s Stout",2344,NA,NA,133,"English Stout",12
"2350","O’Malley’s Irish Style Cream Ale",2342,NA,NA,133,"Cream Ale",12
"2352","Drop Kick Ale",2340,0.052,NA,133,"American Amber / Red Ale",12
"2353","Raspberry Berliner Weisse",2573,0.055,NA,48,"Berliner Weissbier",12
"2354","Hop Session",2572,0.05,NA,48,"American IPA",12
"2355","Blueberry Berliner Weisse",2571,0.055,NA,48,"Berliner Weissbier",12
"2356","Berliner Weisse",2570,0.055,NA,48,"Berliner Weissbier",12
"2357","Super G IPA",1498,0.06,NA,397,"American IPA",16
"2362","Pumpkin Ale",1618,0.045,NA,362,"Pumpkin Ale",12
"2363","Big Bowl Blonde Ale",1364,0.05,NA,362,"American Brown Ale",12
"2369","Wild Onion Pumpkin Ale (2010)",334,0.045,NA,362,"Pumpkin Ale",12
"2375","Mystical Stout",826,0.054,NA,500,"Irish Dry Stout",16
"2376","Bodacious Bock",825,0.075,NA,500,"Bock",16
"2377","Ambitious Lager",813,0.05,NA,500,"Munich Helles Lager",16
"2378","Wyoming Pale Ale",324,0.072,NA,551,"American Pale Ale (APA)",16
"2379","Wind River Blonde Ale",323,0.05,NA,551,"American Blonde Ale",16
"2382","#001 Golden Amber Lager",2149,0.055,NA,212,"American Amber / Red Lager",12
"2384","#003 Brown & Robust Porter",2147,0.052,NA,212,"American Porter",12
"2386","Tarasque",2047,0.059,NA,240,"Saison / Farmhouse Ale",12
"2390","Edward’s Portly Brown",2626,0.045,NA,15,"American Brown Ale",12
"2393","Woodchuck Amber Hard Cider",822,0.05,NA,502,"Cider",12
"2402","Patty's Chile Beer",1345,0.042,NA,425,"Chile Beer",12
"2403","Colorojo Imperial Red Ale",1316,0.082,NA,425,"American Strong Ale",12
"2404","Wynkoop Pumpkin Ale",1045,0.055,NA,425,"Pumpkin Ale",12
"2405","Rocky Mountain Oyster Stout",1035,0.075,NA,425,"American Stout",12
"2407","Rail Yard Ale",807,0.052,NA,425,"American Amber / Red Ale",12
"2408","B3K Black Lager",620,0.055,NA,425,"Schwarzbier",12
"2410","Rail Yard Ale (2009)",84,0.052,NA,425,"American Amber / Red Ale",12
